Kingdom,Phylum,Class,Order,Family,Species,Library?,Source,Source 2,Notes,Selected,TE_count
Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius casuarius,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,22
Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Catagonus wagneri,Complete,Dfam,,Curated Dfam,Dfam,22
Animalia,Chordata,Mammalia,Primates,No trobat,Catarrhini,Complete,Dfam,Repbase,No especie Repbase,Dfam,56
Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes aura,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,40
Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus fuscescens,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,84
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia aperea,Complete,Dfam,,Curated Dfam,Dfam,22
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia porcellus,Complete,Dfam,,Release 1.2,Dfam,665
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia tschudii,Complete,Dfam,,Curated Dfam,Dfam,20
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus albifrons,Complete,Dfam,,Curated Dfam,Dfam,14
Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus capucinus,Complete,Dfam,,Curated Dfam,Dfam,14
Animalia,Chordata,Actinopteri,Beryciformes,Berycidae,Centroberyx gerrardi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,167
Animalia,Chordata,Aves,Cuculiformes,Centropidae,Centropus unirufus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,56
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus ornatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,77
Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma edule,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,149
Animalia,Arthropoda,Insecta,Hymenoptera,Agaonidae,Ceratosolen fusciceps,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,4
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium simum cottoni,Complete,Dfam,,Curated Dfam,Dfam,27
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium simum,Complete,Dfam,,Release 1.2,Dfam,634
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercocebus atys,Complete,Dfam,,Curated Dfam,Dfam,9
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus neglectus,Complete,Dfam,,Curated Dfam,Dfam,7
Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia brachydactyla,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,78
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cetonia aurata,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,710
Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,Chaetophractus vellerosus,Complete,Dfam,,Curated Dfam,Dfam,65
Animalia,Chordata,Aves,Passeriformes,Picathartidae,Chaetops frenatus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,65
Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Chaetorhynchus papuensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,78
Animalia,Chordata,Actinopteri,Gonorynchiformes,Chanidae,Chanos chanos,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,307
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius alexandrinus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,73
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius vociferus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,41
Animalia,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Chatrabus melanurus,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna torquata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,72
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus medius,Complete,Dfam,,Curated Dfam,Dfam,35
Animalia,Chordata,Actinopteri,Perciformes,Triglidae,Chelidonichthys spinosus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,194
Animalia,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chelmon rostratus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,244
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Hemiscylliidae,Chiloscyllium punctatum,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,181
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Chilo suppressalis,Complete,Dfam,,Curated Dfam,Dfam,2
Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla lanigera,Complete,Dfam,,Curated Dfam,Dfam,30
Animalia,Arthropoda,Insecta,Neoptera,Chironomidae,Chironomus riparius,Complete,RM2+MCH,Genero coincidente,"ENSEMBL ""2023""",RM2+MCH,36
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus tepperi,Complete,RM2+MCH,Genero coincidente,"ENSEMBL ""2023""",RM2+MCH,76
Animalia,Chordata,Mammalia,Chiroptera,No trobat,Chiroptera,Complete,Dfam,,Dfam no especie,Dfam,46
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus sabaeus,Complete,Dfam,,Release 1.2,Dfam,1129
Animalia,Chordata,Aves,Passeriformes,Irenidae,Chloropsis cyanopogon,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,91
Animalia,Chordata,Aves,Passeriformes,Irenidae,Chloropsis hardwickii,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,131
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus didactylus,Complete,Dfam,,Curated Dfam,Dfam,38
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus hoffmanni,Complete,Dfam,,Curated Dfam,Dfam,58
Animalia,Porifera,Demospongiae,Chondrillida,Chondrillidae,Chondrosia reniformis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,64
Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Choreutis nemorana,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,133
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura fumiferana,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus maculipennis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,76
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora quinquecirrha,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,251
Animalia,Chordata,No trobat,Testudines,Emydidae,Chrysemys,Complete,Dfam,,Dfam no especie,Dfam,56
Animalia,Chordata,Class not identified Chordata,Testudines,Emydidae,Chrysemys picta bellii,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Not order identified Mamalia,Chrysochloridae,Chrysochloris asiatica,Complete,Dfam,,Curated Dfam,Dfam,62
Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa pallens,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,85
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia maguari,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,124
Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex lectularius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,415
Animalia,Chordata,Aves,Passeriformes,Cinclidae,Cinclus mexicanus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,86
Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona intestinalis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,37
Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Cisticola juncidis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,64
Animalia,Chordata,Actinopteri,Siluriformes,Clariidae,Clarias batrachus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,261
Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina lepadiformis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,93
Animalia,Cnidaria,Hydrozoa,Leptothecata,Clytiidae,Clytia hemisphaerica,Complete,Dfam,,Curated Dfam,Dfam,4
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Cochlearius cochlearius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,64
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys conoideus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,85
Animalia,Arthropoda,Insecta,Diptera,Coelopidae,Coelopa frigida,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,183
Animalia,Arthropoda,Insecta,Neoptera,Coelopidae,Coelopa pilipes,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,231
Animalia,Chordata,Actinopteri,Clupeiformes,Engraulidae,Coilia nasus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,184
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes auratus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,141
Animalia,Chordata,Aves,Coliiformes,Coliidae,Colius striatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,30
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus angolensis,Complete,Dfam,,Release 1.2,Dfam,1148
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba livia,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,35
Animalia,Chordata,Mammalia,Eulipotyphla,Talpidae,Condylura cristata,Complete,Dfam,,Curated Dfam,Dfam,22
Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Conomelus anceps,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,398
Animalia,Arthropoda,Insecta,Blattodea,Rhinotermitidae,Coptotermes formosanus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,147
Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus clupeaformis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,897
Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides rupestris,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,61
Animalia,Chordata,Mammalia,Chiroptera,Craseonycteridae,Craseonycteris thonglongyai,Complete,Dfam,,Curated Dfam,Dfam,101
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea ariakensis,Complete,Dfam,,Curated Dfam,Dfam,15
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea gigas,Complete,Dfam,,Curated Dfam,Dfam,66
Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea virginica,Complete,Dfam,,Curated Dfam,Dfam,43
Animalia,Arthropoda,Insecta,Diptera,Hippoboscidae,Crataerina pallida,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,125
Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys gambianus,Complete,Dfam,,Curated Dfam,Dfam,47
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus griseus,Complete,Dfam,,Curated Dfam,Dfam,58
Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura indochinensis,Complete,Dfam,,Curated Dfam,Dfam,88
Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus porosus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,333
Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta crocuta,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,223
Animalia,Chordata,Aves,Cuculiformes,Crotophagidae,Crotophaga sulcirostris,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,71
Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta ferox,Complete,Dfam,,Curated Dfam,Dfam,15
Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus undulatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,24
Animalia,Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus gundi,Complete,Dfam,,Curated Dfam,Dfam,17
Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys sociabilis,Complete,Dfam,,Curated Dfam,Dfam,33
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus canorus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,27
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides sonorensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,86
Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus paca,Complete,Dfam,,Curated Dfam,Dfam,43
Animalia,Chordata,No class (Ammiota),Testudines,Geoemydidae,Cuora amboinensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,776
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Cyclina sinensis,Complete,Dfam,,Curated Dfam,Dfam,44
Animalia,Arthropoda,Insecta,Coleoptera,Brentidae,Cylas formicarius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,366
Animalia,Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Cynoglossus semilaevis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,60
Animalia,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Cyprinodon variegatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,89
Animalia,Chordata,Actinopteri,Esociformes,Umbridae,Dallia pectoralis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,284
Animalia,Chordata,Actinopteri,Cypriniformes,Danionidae,Danio,Complete,Dfam,,Dfam no especie,Dfam,26
Animalia,Chordata,Actinopteri,Cypriniformes,Danionidae,Danionidae,Complete,Dfam,,Dfam no especie,Dfam,4
Animalia,Chordata,Actinopteri,Cypriniformes,Danionidae,Danio rerio,Complete,Dfam,,Curated Dfam,Dfam,1352
Animalia,Arthropoda,Ostracoda,Podocopida,Darwinulidae,Darwinula stevensoni,Complete,Dfam,,Curated Dfam,Dfam,4
Animalia,Chordata,Aves,Passeriformes,Dasyornithidae,Dasyornis broadbenti,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,43
Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta punctata,Complete,Dfam,,Curated Dfam,Dfam,48
Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus novemcinctus,Complete,Dfam,,Curated Dfam,Dfam,84
Animalia,Chordata,Actinopteri,Lobotiformes,Datnioididae,Datnioides undecimradiatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,69
Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia madagascariensis,Complete,Dfam,,Curated Dfam,Dfam,29
Animalia,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus leucas,Complete,Dfam,,Curated Dfam,Dfam,21
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus rotundus,Complete,Dfam,,Curated Dfam,Dfam,40
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Desmophyllum pertusum,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,183
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Desoria tigrina,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,54
Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Diaphorina citri,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,51
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus sumatrensis,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros bicornis michaeli,Complete,Dfam,,Curated Dfam,Dfam,27
Animalia,Rotifera,Eurotatoria,Philodinida,Philodinidae,Didymodactylos carnosus,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys branickii,Complete,Dfam,,Curated Dfam,Dfam,34
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys ordii,Complete,Dfam,,,Dfam,44
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys stephensi,Complete,Dfam,,Curated Dfam,Dfam,12
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Dolichotis patagonum,Complete,Dfam,,Curated Dfam,Dfam,35
Animalia,Chordata,Aves,Passeriformes,Mimidae,Donacobius atricapilla,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,77
Animalia,Nematoda,Chromadorea,Rhabditida,Dracunculidae,Dracunculus medinensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,48
Animalia,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena rostriformis,Complete,Dfam,,Curated Dfam,Dfam,47
Animalia,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius novaehollandiae,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,25
Animalia,Chordata,Aves,Charadriiformes,Dromadidae,Dromas ardeola,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,49
Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops gliroides,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,89
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila mauritiana,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila melanogaster,Complete,Dfam,,Curated Dfam,Dfam,14
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila sechellia,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila simulans,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Drusus annulatus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,185
Animalia,Chordata,Aves,Passeriformes,Petroicidae,Drymodes brunneopygia,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,63
Animalia,Chordata,Aves,Passeriformes,Malaconotidae,Dryoscopus gambensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,67
Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Dunckerocampus dactyliophorus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,282
Animalia,Chordata,No trobat,Testudines,No trobat,Durocryptodira,Complete,Dfam,,Dfam no especie,Dfam,90
Animalia,Chordata,Aves,Passeriformes,Platysteiridae,Dyaphorophyia castanea,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,62
Animalia,Chordata,Mammalia,Not order identified Mamalia,Tenrecidae,Echinops telfairi,Complete,Dfam,,Curated Dfam,Dfam,61
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon helvum,Complete,Dfam,,Curated Dfam,Dfam,17
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphurus davidianus,Complete,Dfam,,Curated Dfam,Dfam,34
Animalia,Chordata,Actinopteri,Gymnotiformes,Gymnotidae,Electrophorus electricus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,66
Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus edwardii,Complete,Dfam,,Curated Dfam,Dfam,56
Animalia,Chordata,Actinopteri,No order,Polynemidae,Eleutheronema tetradactylum,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,64
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius lutescens,Complete,Dfam,,Curated Dfam,Dfam,52
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius talpinus,Complete,Dfam,,Curated Dfam,Dfam,39
Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Elmis aenea,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,291
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax traillii,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,86
Animalia,Chordata,Lepidosauria,Squamata,Hydrophiidae,Emydocephalus ijimae,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,192
Animalia,Chordata,Testudines,Not order identified Testudines,Chelidae,Emydura subglobosa,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,499
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra lutris,Complete,Dfam,,Release 1.2,Dfam,626
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eonycteris spelaea,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,165
Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Eptatretus burgeri,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus fuscus,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus asinus,Complete,Dfam,,Release 1.2,Dfam,609
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus caballus,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus przewalskii,Complete,Dfam,,Curated Dfam,Dfam,24
Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Erethizon dorsatum,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,177
Animalia,Arthropoda,Insecta,Hemiptera,Coccidae,Ericerus pela,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,288
Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus europaeus,Complete,Dfam,,Curated Dfam,Dfam,62
Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Eriocheir sinensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,267
Animalia,Chordata,Cladistia,Polypteriformes,Polypteridae,Erpetoichthys calabaricus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,442
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis propertius,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus patas,Complete,Dfam,,Curated Dfam,Dfam,13
Animalia,Chordata,Mammalia,Artiodactyla,Eschrichtiidae,Eschrichtius robustus,Complete,Dfam,,Curated Dfam,Dfam,32
Animalia,Chordata,Actinopteri,Esociformes,Esocidae,Esox lucius,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,255
Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Esperia sulphurella,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,258
Animalia,Chordata,Actinopteri,Perciformes,Percidae,Etheostoma cragini,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,204
Animalia,Chordata,Mammalia,No trobat,No trobat,Euarchontoglires,Complete,Dfam,,Dfam no especie,Dfam,46
Animalia,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena japonica,Complete,Dfam,,Curated Dfam,Dfam,35
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Eubucco bourcierii,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,54
Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Eudromia elegans,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,14
Animalia,Chordata,Aves,Passeriformes,No family (superfamily corvoidea),Eulacestoma nigropectus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,64
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur flavifrons,Complete,Dfam,,Curated Dfam,Dfam,20
Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur fulvus,Complete,Dfam,,Curated Dfam,Dfam,23
Animalia,Arthropoda,Branchiopoda,Diplostraca,Limnadiidae,Eulimnadia texana,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Eumeta japonica,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,235
Animalia,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Euprymna scolopes,Complete,Dfam,,Curated Dfam,Dfam,1
Animalia,Chordata,Aves,Eurypygiformes,Eurypygidae,Eurypyga helias,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,21
Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Eurystomus gularis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,70
Animalia,Chordata,No Clase No trobat,No Orden No trobat,No Familia Metazoa;Chordata;No trobat;No trobat;No trobat;euteleostomi,Euteleostomi,Complete,Dfam,Repbase,No especie Repbase,Dfam,2
Animalia,Chordata,Mammalia,No Orden No trobat,No Familia Metazoa;Chordata;Mammalia;No trobat;No trobat;eutheria,Eutheria,Complete,Dfam,Repbase,No especie Repbase,Dfam,46
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco peregrinus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,36
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis catus,Complete,Dfam,,Release 1.2,Dfam,46
Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis nigripes,Complete,Dfam,,Curated Dfam,Dfam,19
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula albicollis,Complete,Dfam,,Curated Dfam,Dfam,73
Animalia,Arthropoda,Insecta,Neoptera,Forficulidae,Forficula auricularia,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,387
Animalia,Chordata,Aves,Passeriformes,Formicariidae,Formicarius rufipectus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,70
Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata magnificens,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,68
Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Fukomys damarensis,Complete,Dfam,,Curated Dfam,Dfam,27
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Furnarius figulus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,71
Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Galaxea fascicularis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,377
Animalia,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Galendromus occidentalis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,46
Animalia,Chordata,Mammalia,Dermoptera,Cynocephalidae,Galeopterus variegatus,Complete,Dfam,,Curated Dfam,Dfam,79
Animalia,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia affinis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,85
Animalia,Mollusca,Bivalvia,Cardiida,Psammobiidae,Gari tellinella,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,267
